"1002.1962","Scott Daniel","Scott F. Daniel, Eric V. Linder, Tristan L. Smith, Robert R. Caldwell,
  Asantha Cooray, Alexie Leauthaud, Lucas Lombriser","Testing General Relativity with Current Cosmological Data","11 pages; 7 figures; typographical errors corrected; this is the
  published version","Phys.Rev.D81:123508,2010","10.1103/PhysRevD.81.123508",,"astro-ph.CO gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Deviations from general relativity, such as could be responsible for the
cosmic acceleration, would influence the growth of large scale structure and
the deflection of light by that structure. We clarify the relations between
several different model independent approaches to deviations from general
relativity appearing in the literature, devising a translation table. We
examine current constraints on such deviations, using weak gravitational
lensing data of the CFHTLS and COSMOS surveys, cosmic microwave background
radiation data of WMAP5, and supernova distance data of Union2. Markov Chain
Monte Carlo likelihood analysis of the parameters over various redshift ranges
yields consistency with general relativity at the 95% confidence level.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 18:28:08 GMT""},{""version"":""v2"",""created"":""Thu, 10 Jun 2010 01:40:15 GMT""}]","2014-11-20"
"1002.2119","Jeff Viaclovsky","Jeff Viaclovsky","Monopole metrics and the orbifold Yamabe problem","34 pages, to appear in Annales de L'Institut Fourier",,,,"math.DG math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider the self-dual conformal classes on n#CP^2 discovered by LeBrun.
These depend upon a choice of n points in hyperbolic 3-space, called monopole
points. We investigate the limiting behavior of various constant scalar
curvature metrics in these conformal classes as the points approach each other,
or as the points tend to the boundary of hyperbolic space. There is a close
connection to the orbifold Yamabe problem, which we show is not always solvable
(in contrast to the case of compact manifolds). In particular, we show that
there is no constant scalar curvature orbifold metric in the conformal class of
a conformally compactified non-flat hyperkahler ALE space in dimension four.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 20:06:20 GMT""},{""version"":""v2"",""created"":""Wed, 24 Nov 2010 17:47:39 GMT""}]","2010-11-25"
"1002.2120","Stevan Nadj-Perge","S. Nadj-Perge, S.M. Frolov, J.W.W. van Tilburg, J. Danon, Yu.V.
  Nazarov, R. Algra, E.P.A.M. Bakkers, and L.P. Kouwenhoven","Disentangling the effects of spin-orbit and hyperfine interactions on
  spin blockade","5 pages, 4 figures",,"10.1103/PhysRevB.81.201305",,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have achieved the few-electron regime in InAs nanowire double quantum
dots. Spin blockade is observed for the first two half-filled orbitals, where
the transport cycle is interrupted by forbidden transitions between triplet and
singlet states. Partial lifting of spin blockade is explained by spin-orbit and
hyperfine mechanisms that enable triplet to singlet transitions. The
measurements over a wide range of interdot coupling and tunneling rates to the
leads are well reproduced by a simple transport model. This allows us to
separate and quantify the contributions of the spin-orbit and hyperfine
interactions.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:34:47 GMT""},{""version"":""v2"",""created"":""Wed, 10 Feb 2010 23:29:41 GMT""}]","2015-05-18"
"1002.2121","Sergio Terzo","S.Terzo, F.Reale","On the importance of background subtraction in the analysis of coronal
  loops observed with TRACE","9 pages, 9 figures",,"10.1051/0004-6361/200913469",,"astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In the framework of TRACE coronal observations, we compare the analysis and
diagnostics of a loop after subtracting the background with two different and
independent methods. The dataset includes sequences of images in the 171 A, 195
A filter bands of TRACE. One background subtraction method consists in taking
as background values those obtained from interpolation between concentric
strips around the analyzed loop. The other method is a pixel-to-pixel
subtraction of the final image when the loop had completely faded out, already
used by Reale & Ciaravella 2006. We compare the emission distributions along
the loop obtained with the two methods and find that they are considerably
different. We find differences as well in the related derive filter ratio and
temperature profiles. In particular, the pixel-to-pixel subtraction leads to
coherent diagnostics of a cooling loop. With the other subtraction the
diagnostics are much less clear. The background subtraction is a delicate issue
in the analysis of a loop. The pixel-to-pixel subtraction appears to be more
reliable, but its application is not always possible. Subtraction from
interpolation between surrounding regions can produce higher systematic errors,
because of intersecting structures and of the large amount of subtracted
emission in TRACE observations.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 17:03:44 GMT""}]","2015-05-18"
"1002.2122","Neil Drummond","N. D. Drummond and R. J. Needs","Quantum Monte Carlo study of the ground state of the two-dimensional
  Fermi fluid",,"Phys. Rev. B 79, 085414 (2009)","10.1103/PhysRevB.79.085414",,"cond-mat.mes-hall cond-mat.quant-gas","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have used the variational and diffusion quantum Monte Carlo methods to
calculate the energy, pair correlation function, static structure factor, and
momentum density of the ground state of the two-dimensional homogeneous
electron gas. We have used highly accurate Slater-Jastrow-backflow trial wave
functions and twist averaging to reduce finite-size effects where applicable.
We compare our results with others in the literature and construct a
local-density-approximation exchange-correlation functional for 2D systems.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:17:50 GMT""}]","2010-03-02"
"1002.2123","Ariel Amir","Ariel Amir, Yuval Oreg and Yoseph Imry","Localization, anomalous diffusion and slow relaxations: a random
  distance matrix approach",,"Phys. Rev. Lett. 105, 070601 (2010)","10.1103/PhysRevLett.105.070601",,"cond-mat.dis-nn cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the spectral properties of a class of random matrices where the
matrix elements depend exponentially on the distance between uniformly and
randomly distributed points. This model arises naturally in various physical
contexts, such as the diffusion of particles, slow relaxations in glasses, and
scalar phonon localization. Using a combination of a renormalization group
procedure and a direct moment calculation, we find the eigenvalue distribution
density (i.e., the spectrum) and the localization properties of the eigenmodes,
for arbitrary dimension. Finally, we discuss the physical implications of the
results.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:19:55 GMT""},{""version"":""v2"",""created"":""Wed, 1 Dec 2010 16:13:43 GMT""}]","2015-05-18"
"1002.2124","Maria Jo\~ao Oliveira","Maria Joao Oliveira, Habib Ouerdiane, Jose Luis da Silva, R. Vilela
  Mendes","The fractional Poisson measure in infinite dimensions","16 pages",,,,"math.PR math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Mittag-Leffler function $E_{\alpha}$ being a natural generalization of
the exponential function, an infinite-dimensional version of the fractional
Poisson measure would have a characteristic functional \[ C_{\alpha}(\phi)
:=E_{\alpha}(\int (e^{i\phi(x)}-1)d\mu (x)) \] which we prove to fulfill all
requirements of the Bochner-Minlos theorem.
  The identity of the support of this new measure with the support of the
infinite-dimensional Poisson measure ($\alpha =1$) allows the development of a
fractional infinite-dimensional analysis modeled on Poisson analysis through
the combinatorial harmonic analysis on configuration spaces. This setting
provides, in particular, explicit formulas for annihilation, creation, and
second quantization operators. In spite of the identity of the supports, the
fractional Poisson measure displays some noticeable differences in relation to
the Poisson measure, which may be physically quite significant.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:20:09 GMT""}]","2010-02-11"
"1002.2125","Caroline Terquem","John C. B. Papaloizou and Caroline Terquem","On the dynamics of multiple systems of hot super-Earths and Neptunes:
  Tidal circularization, resonance and the HD 40307 system","38 pages, 12 figures, accepted for publication in MNRAS",,"10.1111/j.1365-2966.2010.16477.x",,"astro-ph.EP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  [Abridged] We consider the dynamics of a system of hot super-Earths or
Neptunes such as HD 40307. We show that, as tidal interaction with the central
star leads to small eccentricities, the planets in this system could be
undergoing resonant coupling even though the period ratios depart significantly
from very precise commensurability. In a three planet system, this is indicated
by the fact that resonant angles librate or are associated with long term
changes to the orbital elements. We propose that the planets in HD 40307 were
in a strict Laplace resonance while they migrated through the disc. After
entering the disc inner cavity, tidal interaction would cause the period ratios
to increase from two but with the inner pair deviating less than the outer
pair, counter to what occurs in HD 40307. However, the relationship between
these pairs that occurs in HD 40307 might be produced if the resonance is
impulsively modified by an event like a close encounter shortly after the
planetary system decouples from the disc. We find this to be in principle
possible for a small relative perturbation on the order of a few 1.d-3 but then
we find that evolution to the present system in a reasonable time is possible
only if the masses are significantly larger than the minimum masses and tidal
dissipation is very effective. On the other hand we found that a system like HD
40307 with minimum masses and more realistic tidal dissipation could be
produced if the eccentricity of the outermost planet was impulsively increased
to about 0.15. The form of resonantly coupled tidal evolution we consider here
is quite general and could be of greater significance for systems with inner
planets on significantly shorter orbital periods characteristic of for example
CoRoT 7 b.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:33:03 GMT""}]","2015-05-18"
"1002.2126","Tillmann Heidsieck","Andrzej J. Buras (Tech. Univ. Munich, IAS-TUM), Bj\""orn Duling,
  Thorsten Feldmann, Tillmann Heidsieck, Christoph Promberger, Stefan
  Recksiegel (Tech. Univ. Munich)","Patterns of Flavour Violation in the Presence of a Fourth Generation of
  Quarks and Leptons","Heavily revised version, added lots of comments, improved
  presentation, matches published version","JHEP 1009:106,2010","10.1007/JHEP09(2010)106","TUM-HEP-750/10","hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We calculate a number of observables related to particle-antiparticle mixing
and the branching ratios for the most interesting rare and CP-violating K and B
decays in the Standard Model (SM3) extended by a fourth generation of quarks
and leptons (SM4). A model-independent parameterisation of these observables in
terms of gauge-independent functions is adopted, which is useful for studying
the breaking of the universality between K, Bd and Bs systems through
non-minimal flavour violating interactions. We calculate first the mass
differences Delta M_i in the neutral K and B system, the mixing-induced CP
asymmetries S_{psi K_S}, S_{psi phi}, S_{phi K_S}, S_{eta' K_S} and epsilon_K.
Subsequently, a detailed analysis of K^+ -> pi^+ nu nu, K_L -> pi^0 nu nu,
B_{s,d} -> mu^+ mu^-, B -> X_{s,d} nu nu, K_L -> pi^0 l^+ l^-, B -> X_s gamma
and B -> X_{s,d} l^+ l^- is presented, and also epsilon'/epsilon is considered.
For some of these observables the departures from SM3 predictions can still be
spectacular.
  We discuss how the new mixing parameters (3 angles, 2 CP phases) can be
determined using the flavour observables in question. We identify the different
hierarchical structures in the SM4 flavour mixing matrix, allowed by
phenomenological and theoretical constraints, and define the corresponding
generalised Wolfenstein expansion. Most importantly, we show how the
characteristic patterns of correlations among the considered flavour
observables allow to distinguish this New Physics scenario from supersymmetric
flavour models, the Littlest Higgs model with T-parity and the Randall-Sundrum
model with custodial protection.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:22:16 GMT""},{""version"":""v2"",""created"":""Tue, 6 Apr 2010 15:53:55 GMT""},{""version"":""v3"",""created"":""Mon, 19 Apr 2010 15:19:41 GMT""},{""version"":""v4"",""created"":""Thu, 25 Nov 2010 10:35:59 GMT""}]","2010-12-01"
"1002.2127","Neil Drummond","R. J. Needs, M. D. Towler, N. D. Drummond and P. Lopez Rios","Continuum variational and diffusion quantum Monte Carlo calculations",,"J. Phys.: Condens. Matter 22, 023201 (2010)","10.1088/0953-8984/22/2/023201",,"cond-mat.mtrl-sci physics.comp-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This topical review describes the methodology of continuum variational and
diffusion quantum Monte Carlo calculations. These stochastic methods are based
on many-body wave functions and are capable of achieving very high accuracy.
The algorithms are intrinsically parallel and well-suited to petascale
computers, and the computational cost scales as a polynomial of the number of
particles. A guide to the systems and topics which have been investigated using
these methods is given. The bulk of the article is devoted to an overview of
the basic quantum Monte Carlo methods, the forms and optimisation of wave
functions, performing calculations within periodic boundary conditions, using
pseudopotentials, excited-state calculations, sources of calculational
inaccuracy, and calculating energy differences and forces.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:28:10 GMT""}]","2010-02-11"
"1002.2128","Vid Bobnar","Vid Bobnar, Cene Filipic, Adrijan Levstik, and Zdravko Kutnjak","High-Temperature Dielectric Response of (1-x)Pb(Mg1/3Nb2/3)O3-xPbTiO3:
  Does Burns Temperature Exist in Ferroelectric Relaxors?",,,"10.1063/1.3388304",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It has been considered that polar nanoregions in relaxors form at Burns
temperature Td approx 600 K. High-temperature dielectric investigations of
Pb(Mg1/3Nb2/3)O3 (PMN) and 0.7PMN-0.3PbTiO3 reveal, however, that the
dielectric dispersion around 600 K appears due to the surface-layer
contributions. The intrinsic response, analyzed in terms of the universal
scaling, imply much higher Td or formation of polar nanoregions in a broad
temperature range, while high dielectric constants manifest that polar order
exists already at the highest measured temperatures of 800 K. The obtained
critical exponents indicate critical behavior associated with universality
classes typically found in spin glasses.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:28:29 GMT""}]","2015-05-18"
"1002.2129","Stefaan Vaes","Steven Deprez and Stefaan Vaes","A classification of all finite index subfactors for a class of
  group-measure space II_1 factors","Minor modifications, final version","Journal of Noncommutative Geometry 5 (2011), 523-545",,,"math.OA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We provide a family of group measure space II_1 factors for which all finite
index subfactors can be explicitly listed. In particular, the set of all
indices of irreducible subfactors can be computed. Concrete examples show that
this index set can be any set of natural numbers that is closed under taking
divisors.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:29:17 GMT""},{""version"":""v2"",""created"":""Mon, 9 Aug 2010 11:38:44 GMT""}]","2011-11-29"
